content,score,cleaned_text
"Hallo maaf kak ini gimana yah kok payleter saya dalam pengecekan terus sudah 1bulan loh,dengan alasan ada transaksi yang mencurigakan,padahal saya cuma mau beli pulsa 75k,dan harus menunggu bulan Desember dan sekarang sudah bulan Desember masih belum bisa di pakai,apalah ngga jelas,chat di gojek yang bales computer tidak sesuai jawabannya dengan apa yang saya tanyakan",1,hallo maaf kak gimana yah payleter kece lohdengan alas transaksi mencurigakanpadahal beli pulsa kdan tunggu desember desember pakaiapalah ngga jelaschat gojek bales computer sesuai jawab
"Aplikasi tolol,, ongkir gofoodnya ga ngotak,, kalau jarak 5km mngkn bs d maklumi,, orang cuman jarak 200M ongkir sampai 25K,, aplikasi cacat",1,aplikasi tolol ongkir gofoodnya ga ngotak jarak km mngkn bs d maklum orang cuman jarak m ongkir k aplikasi cacat
"Saya pesan go car, saldo terpotong tp tidak ada on going activity. Driver tidak respon, chat tdk dibalas",1,pesan go car saldo potong tp on going activity driver respon chat tdk balas
"Mau makan aja ongkirnya mahal, padahal sudah langganan plus masih tetap kena ongkir wkwkw. Kapitalis",1,makan aja ongkirnya mahal langgan plus kena ongkir wkwkw kapitalis
"Untuk di kota Bontang kalimantan Timur belum banyak driver, tapi overall bagus si",4,kota bontang kalimantan timur driver overall bagus si
"Terima kasih proses saat ada kendala hanya melalui aplikasi, tanpa harus ke kantor gojek yaa meski harus terus2san ke pusat bantuan.. tapi ok pelayanannya saat menyelesaikan masalah, terus di proses sampai bisa saya pakai kembali.",5,terima kasih proses kendala aplikasi kantor gojek yaa san pusat bantu ok layan selesai proses pakai
"Gofood pas ujan malah ga nemu driver sama sekali, besok2nya GoCar ampe cancel 3x bilangnya kejauhan, trus ada penumpang lain, yaa kalau gitu kenapa diambil.. Apk gaguna ini lama2.. Sangat mengecewakan.. Org pada gamau duit apa gimana di apk ini.. Kenyamanan konsumen lebih penting tapi sepertinya gada pentingnya kenyamanan konsumen untuk apk ini",1,gofood pas ujan ga nemu driver besok nya gocar ampe cancel x bilang jauh trus tumpang yaa gitu ambil apk gaguna kecewa org gamau duit gimana apk nyaman konsumen gada nyaman konsumen apk
pelayanan gak bagus. gak sesuai pesan express selalu telat. 20-30 menit,1,layan gak bagus gak sesuai pesan express telat menit
"Baik, ramah dan sampai saat ini belum pernah terjd perbuatan yg tdk menyenangkan/tdk baik.",5,ramah terjd buat yg tdk menyenangkantdk
"tiap ngajuin pembatalan lewat CS karna lama dpt driver jawabannya selalu ""tdk bisa dibatalkan, driver sudah diperjalanan"" padahal belum dpt driver kocak, mana disuruh nunggu lama. ujung ujungnya ke cancel pesanannya karna g dpt driver. lawak bgt wkwkwk, kalo udh laper suruh nunggu lama gitu? tidak memuaskan",1,ngajuin batal cs karna dpt driver jawab tdk batal driver jalan dpt driver kocak suruh nunggu ujung ujung cancel pesan karna g dpt driver lawak bgt wkwkwk kalo udh laper suruh nunggu gitu muas
"Tolong hilangkan fitur otomatis pesan driver ketika baru saja selesai menentukan lokasi tujuan, padahal belum tekan 'pesan', tapi di aplikasi cuma dikasih waktu 5 detik lalu langsung terpesan otomatis. Udah dua kali kejadian begini, akibatnya double order karna gak sadar itu udah otomatis pesan padahal gak tekan tombol pesan, baru mau liat harga eh cuma dikasih waktu 5 detik buat cancel tombol otomatis pesan itu. Mana gak ada pengaturan buat nonton aktifin fitur itu. Jadi gak pernah gojek",1,tolong hilang fitur otomatis pesan driver selesai tentu lokasi tuju tekan pesan aplikasi kasih detik langsung pes otomatis udah kali jadi akibat double order karna gak sadar udah otomatis pesan gak tekan tombol pesan liat harga eh kasih detik cancel tombol otomatis pesan gak atur nonton aktifin fitur gak gojek
"CS manusia ga ada, no call center di apl ga ada, sy mau cancel gofood krn makanan kosong dan udah konfirm ke resto tp dr restonya ga cancel, googling ketemu no CS pake XL ga taunya tkg tipu!!! Parah nih sekelas gojek susah x bicara sm CS, BOTnya jg parah.",1,cs manusia ga no call center apl ga sy cancel gofood krn makan kosong udah konfirm resto tp dr restonya ga cancel googling ketemu no cs pake xl ga tau tkg tipu parah nih kelas gojek susah x bicara sm cs bot jg parah
"sangat mengecewakan, habis top up 850 ribu besoknya saldo terblokir dan tidak dapat di gunakan kembali, sudah lapor sanan sini tetap tidak bisa,,, sudah datang ke kantor cabang banjarmasin katanya tidak bisa membantu customer tapi kalau driver bisa di bantu,, untuk yang baru mau pakai aplikasi berhati""lah kalau bisa pake GRAB aja ,karna jelas dan bisa di pertanggung jawabkan,,dan jika ada kendala responya cepat dan bisa di selesaikan tidak seperti GOJEK, saya merasa di rugikan",1,kecewa habis top up ribu besok saldo blokir lapor sanan kantor cabang banjarmasin bantu customer driver bantu pakai aplikasi hati pake grab aja karna tanggung jawabkandan kendala responya cepat selesai gojek rugi
"Sudah lama nunggu makanan yg disiapin resto, tapi ujung ujungnya tidak dapat driver. Kayak tidak siap untuk melayani costumer",1,nunggu makan yg disiapin resto ujung ujung driver kayak layan costumer
Driver Gocar terkadang susah untuk nganter konsumen dengan alasan jauh lah jemput nya & sebagai nya. Inti nya Driver tidak mau jemput tapi lucu nya saat minta pembatalan harus konsumen yang ngebatalin. Pada hal konsumen mau menunggu.,3,driver gocar terkadang susah nganter konsumen alas jemput nya nya inti nya driver jemput lucu nya batal konsumen ngebatalin konsumen tunggu
Karena ada kesalahan pemesanan di gofood TDK bisa di cancel padahal baru sepersekian detik. Serasa dijebak gojek. Mana promonya pelit,1,salah mesan gofood tdk cancel sekian detik serasa jebak gojek promonya pelit
Membantu dalam antar jemput anak saya. Aman karna saya selalu memastikan plat sesuai dgn aplikasi.,5,bantu jemput anak aman karna plat sesuai dgn aplikasi
"Makin ribet makin banyak pilihan dan makin mahal,mending naik ojek biasa,harganya sudah ga jauh beda ini,mending gunakan ojek biasa,hitung2 bantu mereka dr pd bantu gojek,tp terimakasih untuk beberapa tahun ini sedikit membantu,tp sekarang maaf lebih nyaman ojek biasa dr pd gojek,grab dan gojek online lainnya",1,ribet pilih mahalmending ojek biasaharganya ga beda inimending ojek biasahitung bantu dr pd bantu gojektp terimakasih membantutp maaf nyaman ojek dr pd gojekgrab gojek online
"Aplikasinyaa berjalan lancarr, cuma jarang kasih aku voucher gofood ): , tp gapapa ttp bintang 5.",5,aplikasinyaa jalan lancarr jarang kasih voucher gofood tp gapapa ttp bintang
Aplikasi terbaik moda transportasi darat & pelayanan semua driver pun sangat memuaskan...good brothers thanks,5,aplikasi baik moda transportasi darat layan driver memuaskangood brothers thanks
"Nih gua kasih tau gojek/gofood jauh lebih mahal timbang grab/shoopefood. Jarak anter 0.6km doang ampe 25.700 apa gak gila. Di tambah pengantaran lama padahl gaada 1 km. Voucer pun pasti aneh2 syaratnya, harus pake kartu lah ini itu halah kalo emang gamau ngasih voucer mending gausah pea!!!",1,nih gua kasih tau gojekgofood mahal timbang grabshoopefood jarak anter km doang ampe gak gila antar padahl gaada km voucer aneh syarat pake kartu halah kalo emang gamau ngasih voucer mending gausah pea
"Saya kecewa dengan gojek karena unk mendapatkan kan gocar selalu posisi jauh dari lokasi saya, menjadikan lama menunggu, unk keperluan yg penting jadi tidak tepat waktu",1,kecewa gojek unk gocar posisi lokasi jadi tunggu unk perlu yg
Aplikasi aneh ini.. Jangan kasi promo jika driver selalu tolak orderan... Mengganggu kenyamanan dan yang tadinya mau cepat jadi terlambat.. Sudah sering terjadi.. Kami sebagai pengguna seolah pengemis di buat driver nya.. Bolak balik tolak pesanan.. Sementara kami bayar sesuai harga yg tertera,1,aplikasi aneh kasi promo driver tolak order ganggu nyaman cepat lambat guna emis driver nya bolak tolak pesan bayar sesuai harga yg tera
"Akun saya dibekuin, saldo saya ketahanan 150k ga bisa di pindahkan. Minta bantu cs jawabannya ga ngebantu. Perusahaan besar gini tapi ga helpfull 👎👎👎 Alasan akun diblokir katanya saya ada ketauan aktivitas mencurigakan. Padahal saya ga melakukan tindakan kriminal atau scam apapun 👎 Asli sy kecewa saya sama gojek. Ambil dah tuh uang receh. Semoga ga berkah",1,akun dibekuin saldo tahan k ga pindah bantu cs jawab ga ngebantu usaha gin ga helpfull  alas akun blokir tau aktivitas curiga ga tindak kriminal scam apa  asli sy kecewa gojek ambil dah tuh uang receh moga ga berkah
Ini knp sih mau nge gosend doang juga ga bisa bisa tolong segera di perbaiki yaaa,3,knp sih nge gosend doang ga tolong baik yaaa
"Transaksi pembayaran later selalu gagal 1 . dengan notif jaringan tidak ada , padahal kl memang tidak ada kenapa bisa dibuka aplikasinya ?? 2. Transaksi tidak berhasil Ini sengaja mau buat cust telat bayar ya ??",1,transaksi bayar later gagal notif jaring kl buka aplikasi transaksi hasil sengaja cust telat bayar ya
"Pesanan kurang tapi malah dikembaliin dana harga pesanannya, terus kalo pesen lagi ongkir lagi dong hadehh , ga gitu juga lah penanganan nya. Minta toong diperjalas lagi soal penanganan seperti ini.",2,pesan dikembaliin dana harga pesan kalo sen ongkir hadehh ga gitu tangan nya toong diperjalas tangan
"Aneh banget aplikasinya, chat dengan cs malah dipaksa dengan jawaban yang udah tersedia (udah ada template). Nah kalo masalahnya sesuai sih gapapa, kalo nggak, apa bisa nyelesaiin masalah?. Chat aja semua diatur bot. Mau batalin aja sulitnya minta ampun untuk bagian gofood, padahal estimasi waktunya udah terlewat. Alasanya sih bisa merugikan mitra yang ada tapi nggak ada pertimbangan kah customer yang rugi di waktu dan jam makan yang habis?. Tolong deh perbaiki lagi kebijakannya.",1,aneh banget aplikasi chat cs paksa udah sedia udah template kalo sesuai sih gapapa kalo nggak nyelesaiin chat aja atur bot batalin aja sulit ampun gofood estimasi udah lewat alasanya sih rugi mitra nggak timbang kah customer rugi jam makan habis tolong deh baik bijak
"Sangat kecewa dengan pelayanannya,,terutama go car,,saya sudah pesan berkali2 selalu di cancel,,tolong tertibkan para driver kalian,,gak bermutu,,lama2 aplikasi gocar ini kagak bermutu,-+ 1/2 jam saya mesan gak ada yg mau ambil dan setiap sudah diambil di cancel sepihak tanpa pemberitahuan",1,kecewa pelayanannyaterutama go carsaya pesan kali canceltolong tertib driver kaliangak bermutulama aplikasi gocar kagak mutu jam mesan gak yg ambil ambil cancel pemberitahuan
"Sangat disayangkan Untuk pembayaran QRIS toko masih belum bisa menggunakan kartu kredit... Kartu kredit hanya bisa untuk pembayaran goride/gocar dan gofood doang..... Kalau nanti sudah bisa bayar QRIS toko pakai kartu kredit, akan dipertimbangkan bintangnya. Saat ini kasih bintang 3 dulu ...",3,sayang bayar qris toko kartu kredit kartu kredit bayar goridegocar gofood doang bayar qris toko pakai kartu kredit timbang bintang kasih bintang
"Lemot banget akhir² ini, banyak ngelagnya. Terutama pas pesen gofood. Sebagai pengguna gofood setiap hari, terutama hari kerja, ini cukup ganggu sih. Apalagi bikin gw nyita waktu lebih lama buat sekedar pilih makan. Padahal yg gw harapkan dari app ini ya biar apa² tambah cepet karena terbatasnya waktu gw. Btw ini di HP samsung note maupun iphone sama aja lemotnya akhir² ini.",1,lot banget akhir ngelagnya pas sen gofood guna gofood kerja ganggu sih bikin gw nyita dar pilih makan yg gw harap app ya biar apa cepet batas gw btw hp samsung note iphone aja lot akhir
"Sudah 2 hari ini gojek saya tidak bisa buka harus aktivasi, ketika selesai aktivasi akun keluar otomatis. Dan aplikasi tidak bisa digunakan. Tulisan error nya "" kamu keluar dari akunmu, maaf ya ada gangguan sedikit, masuk lagi yuk"" tapi mo masuk gak bisa sampai tunggu 60 mnt login lagi tetap gak bisa. Apa karena versi os ketinggian. Saya pakai android 14 versi one UI 6.1. Kalau sy coba di HP lain akun gojek saya tidak ada masalah. Mohon dibantu segera Gojek. Terima kasih.",1,gojek buka aktivasi selesai aktivasi akun otomatis aplikasi tulis error nya akun maaf ya ganggu masuk yuk mo masuk gak tunggu mnt login gak versi os tinggi pakai android versi one ui sy coba hp akun gojek mohon bantu gojek terima kasih
"Aplikasi pemesanan makanannya sekarang jelek sekali. Jika driver belum ambil notifikasi, resto belum akan memasakkan makanan. Tolong diperhatikan respon driver dalam mengambil pesanan itu membuat lama sekali dr waktu order. Padahal order pakai express.",1,aplikasi mesan makan jelek driver ambil notifikasi resto masak makan tolong perhati respon driver ambil pesan dr order order pakai express
"Tolong pembatalan pesanan yang di lakukan oleh pelanggan impactnya jangan ke driver karena riwayat pembatalan orderan yang masuk. Akun jadi susah mendapat order di kemudian hari karena ini. Driver sudah susah payah menyetabilkan peforma, jam online, rating, kinerja dan penerimaan order. Dapat cancel dari pelanggan akun auto susah mendapat order. Sistem tolong yang adil antara driver, pelanggan dan resto. Jangan apa2 kesalahan di driver, pilah2 kesalahan dulu !!",1,tolong batal pesan laku langgan impactnya driver riwayat batal order masuk akun susah order driver susah payah menyetabilkan forma jam online rating kerja terima order cancel langgan akun auto susah order sistem tolong adil driver langgan resto salah driver pilah salah
"Pak, mohon diperbaiki sistemnya, masak bisa order 2 goride sekaligus, pesanan pertama gak sengaja dobel klik,nyantol ke 2 driver sekaligus, kita konsumen yg gak enak sama driver nya. Aplikasi sebelah kayaknya gak bisa dobel sebelum pesanan pertama diselesaikan. Untung drivernya sabar, tapi kita yang harus repot menjelaskan. ( Jawab )kita tahunya dobel setelah kedua drivernya datang. Klo tinggal klik Batal di aplikasi sih gampang. Menjelaskannya ke drivernya itu lho yg repot.",1,mohon baik sistem masak order goride pesan gak sengaja dobel kliknyantol driver konsumen yg gak enak driver nya aplikasi belah kayak gak dobel pesan selesai untung drivernya sabar repot tahu dobel drivernya klo tinggal klik batal aplikasi sih gampang jelas drivernya lho yg repot
"Aplikasi kebanyakan Bug, koneksi internet lancar tapi selalu terdeteksi terputus jaringan, terutama di bagaian pembayaran ini mempersulit pemakaian, sudah di complain tapi tidak ada tanggapan sama sekali.",1,aplikasi banyak bug koneksi internet lancar deteksi putus jaring bagai bayar sulit pakai complain tanggap
"Tolong lah ajarin Driver"" nya untuk attitudenya baik, setiap nerima orderan di tempat usaha saya selalu tengil"" gayanya, meminta orderan untuk cepat cepat dengan nada sentak sengor yang tidak enak didengar, saya dapet orderan dari app sebelah drivernya tidak ada yang seperti itu, selalu dari driver"" anda yang attitudenya buruk tolong jadi perhatian tim gojek Indonesia kalo seperti ini terus citra aplikasi kalian yang akan buruk.",2,tolong ajarin driver nya attitudenya nerima order usaha tengil gaya order cepat cepat nada sentak sengor enak dengar dapet order app belah drivernya driver attitudenya buruk tolong perhati tim gojek indonesia kalo citra aplikasi buruk
"Teruntuk pelayanan gofoodnya, saya beberapa kali mengalami kendala dalam transaksi. Driver telat, trus ga jadi ambil pesanan. Blom lagi aplikasi maksa banget buat nyari driver baru, walaupun sebenernya restonya sendiri udah tutup loh. Tolonglah service aplikasi lebih baik ke depannya. Kalo emang driver nya ga ada sampai resto tutup ya otomatis batalkan aja, soalnya customer sendiri ga bisa batalin tau.",3,untuk layan gofoodnya kali alami kendala transaksi driver telat trus ga ambil pesan blom aplikasi maksa banget nyari driver sebenernya restonya udah tutup loh tolong service aplikasi depan kalo emang driver nya ga resto tutup ya otomatis batal aja customer ga batalin tau
"Dua hari ini setiap order gocar di gojek, astaga lama banget dapetnya. Sekalinya dapet, drivernya protes & bilang kalo ngambil ""paket hemat"" mereka nggak balik modal bbm. Kalo dr pov konsumen pasti nyari yg paling murah ya, cuman yang sangat dipertanyakan dari gojeknya sendiri gimana perhitungan ""paket hemat"" sampai-sampai dikit banget driver yg mau ngambil. Tolonglah di tinjau ulang, biar drivernya sama konsumennya sama sama enak.",1,order gocar gojek astaga banget dapetnya sekali dapet drivernya protes bilang kalo ngambil paket hemat nggak modal bbm kalo dr pov konsumen nyari yg murah ya cuman gojek gimana hitung paket hemat sampaisampai dikit banget driver yg ngambil tolong tinjau ulang biar drivernya konsumen enak
"Aplikasi terlama yg saya pakai, metode pembayaran GoPay dan juga diberikan fasilitas GoPaylater. Limit GoPaylater naik secara bertahap, tapi sdh 3x ini tiba2 GoPaylater tidak bisa digunakan krn alasan yang tidak jelas. Hrs laporan dl, itupun tdk lgs ditangani. Alasannya : Status kredit tidak mendukung. Pdhl pembayaran sll tepat waktu, tdk pernah terlambat. Seenaknya diblokir2. Tolong diperbaiki sistemnya. Jika spt ini tidak bisa diandalkan. Semakin ke sini smkn tidak jelas. Trima kasih.",2,aplikasi lama yg pakai metode bayar gopay fasilitas gopaylater limit gopaylater tahap sdh x gopaylater krn alas hrs lapor dl itu tdk lgs tangan alas status kredit dukung pdhl bayar sll tdk lambat blokir tolong baik sistem spt andal smkn trima kasih
"Jujur kecewa setelah update malah jadi loading serba lama, nyesel udah update, versi sebelumnya padahal lumayan stabil, tapi kenapa setelah update malah jadi sering banyak lag nya, tolong di perbaiki, jika sudah stabil saya kasih bintang 5",1,jujur kecewa update loading serba nyesel udah update versi lumayan stabil update lag nya tolong baik stabil kasih bintang
"Tidak ada opsi reset password, ini sangat merepotkan jikalau kami sebagai customer lupa dengan password dan tidak bisa masuk kea akun kami, tidak ada opsi reset password yang ada cuma fitur keamanan dua lapis dan tidak bisa login di perangkat baru, ah gaje bet dah",1,opsi reset password repot customer lupa password masuk kea akun opsi reset password fitur aman lapis login perangkat ah gaje bet dah
"BALI september dan october 2024,, saya 2x dihari yang beda mesan gofood dan kesusahan dapat driver untuk pick up padahal tidak hujan,, yang pertama saya sampai pesan/order 2x dan pesanan/orderan yang pertama baru datang 1 setengah jam dan orderan ke 2 lebih cepat.. selama ini gak pernah ada masalah tapi akhir2 ini kenapa jadi begini.. saya kasih 2 bintang biar dibaca dan diselesaikan masalahnya terima kasih..",2,bal september october x hari beda mesan gofood susah driver pick up hujan pesanorder x pesananorderan jam order cepat gak kasih bintang biar baca selesai terima kasih
"Semakin kesini semakin pusing aplikasinya , jangan menambahkan hala hal yang tidak perlu di aplikasi , ada pengirim cepat sedang dan lama , saya pesan goofood , dan langsung tekan pengiriman , ternyata driver gojek juga membawa pesanan yang lain , jadi lama sampainya , apa boleh membawa dua orderan ? Dulu saya rasa tidak boleh dan itu aturan yang betul . Makanan mau saya bawa ke luar kota , jadinya saya batal kan . Jangan membuat pembaruan yang tidak penting!!!!!!",1,kesini pusing aplikasi hala aplikasi kirim cepat pesan goofood langsung tekan kirim driver gojek bawa pesan sampai bawa order atur makan bawa kota batal baru
"Order gocar, masukin nama tempat, saya cek d aplikasi alamat sudah sesuai. Saat driver datang, diinfo titik tidak sesuai, di suruh ganti titik tujuan dengan menghapus nama tempat, langsung masukkan alamat & dikenakan biaya penggantian alamat yg besarnya +/- 60% dari biaya awal.. Mau cancel jg gk enak driver sdh datang, komplain ke gojek cm d sruh pastikan klo alamat yg d tuju sdh sesuai.. Padahal aplikasi gojek sendiri yg salah kasih titik nya",1,order gocar masukin nama cek d aplikasi alamat sesuai driver info titik sesuai suruh ganti titik tuju hapus nama langsung masuk alamat kena biaya ganti alamat yg besar biaya cancel jg gk enak driver sdh komplain gojek cm d sruh pasti klo alamat yg d tuju sdh sesuai aplikasi gojek yg salah kasih titik nya
"Aplikasi paling tidak berguna, sudah berat, login otp susahnya minta ampun! Jangan terlalu diupgrade malah rusak semua. Sms otp sering telat, input lebih dari 1 menit responnya otp sudah tidak berlaku. Susah amat",3,aplikasi guna berat login otp susah ampun diupgrade rusak sms otp telat input menit responnya otp laku susah
"(Ini kesalahaan pengguna) Jadi awalnya kan saya liat ada promo (10k) di bagian Goride Nah saya penasaran dan asal pencet, eh malahan langsung di cariin driver nya alhasil mau gak mau saya tetep naik juga (mau ngesel juga gak bisa) tujuan nya juga gak tau kemana (ngasal) entah kita pencet tujuannya ngasal apa dari apknya gak tau dah. Yah pokoknya di jadiin pengalaman aja supaya lain kali jgn asal pencet wkwk 🤣🤣",5,kesalahaan guna liat promo k goride penasaran pencet eh langsung cariin driver nya alhasil gak tetep ngesel gak tuju nya gak tau mana ngasal pencet tuju ngasal apknya gak tau dah yah pokok jadiin alam aja kali jgn pencet wkwk 
Kecewa sama gopaylater nya bayar cuma telat hari langsung di nonaktif kan saldo paylater nya untuk bulan berikut nya belum bulan dan jatuh tempo tetapi tetap belum di aktif kan juga paylater nya Apa kah lanjut di bayar cicilan nya atau tidak usah di bayar lagi ini Karna sudah sangat kecewa bahkan sangat buruk dari apk lain is...is...is.,1,kecewa gopaylater nya bayar telat langsung nonaktif saldo paylater nya nya jatuh tempo aktif paylater nya kah bayar cicil nya bayar karna kecewa buruk apk isis
Sepertinya gojek tidak iklas memberikan promo mode hemat. Saya pesan makanan pakai pengantaran mode hemat malah harus nunggu 1 jam sampai dapat driver. Semntara makanan udah disiapin resto dan tidak bisa dibatalkan.,1,gojek iklas promo mode hemat pesan makan pakai antar mode hemat nunggu jam driver semntara makan udah disiapin resto batal
Aplikasi yg skrg ribet... Verifikasi pin udah'verivikasi muka udah. Tpi ttp ja gk bsa buka aplikasi nya mkn ke sini mlah susah'mo pesen mkan jdi nya gk bsa. Kecewa kecwa kecewa. Mna baru top up'aplikasi mlah GL bsa di buka gara2 verifikasi muka gk bsa2,3,aplikasi yg skrg ribet verifikasi pin udahverivikasi muka udah tpi ttp ja gk bsa buka aplikasi nya mkn mlah susahmo sen mkan jdi nya gk bsa kecewa kecwa kecewa mna top upaplikasi mlah gl bsa buka gara verifikasi muka gk bsa
"Secara keseluruhan baik, tetapi kadang driver meminta cancel padahal kita sudah naik dan diantar sesuai pesanan. Bahkan kemarin tetiba pesanan ""dicancel"" sehingga ""langsung memesan mobil lain"" tanpa saya sadari, padahal sudah hampir sampai di tempat tujuan.",4,kadang driver cancel antar sesuai pesan kemarin tetiba pesan dicancel langsung mes mobil sadar tuju
"Sudah kedua kalinya gopaylater tidak bisa digunakan transaksi di tokopedia, gimana sih ini sistem gopaylater padahal saya tidak pernah telat bayar, percuma limit besar tidak bisa digunakan. Paraaaah ini sistem gopay.",2,kali gopaylater transaksi tokopedia gimana sih sistem gopaylater telat bayar limit paraaaah sistem gopay
"Mencoba promo hemat, ceritanya mau pesan gofod dengan promo hemat, dan sudah saya pesan, disini nungu selama 45- 60 menit, setelah menunggu lama, ada tulisan pesan kamu sudang disiapkan dengan penuh hati, setelah menunggu selama kurang lebih 1 jam, dan dapat pemberitahuan driver sedang sibuk, coba lagi menemukan driver, saya merasa sangat kecewa setelan nunggu selama 1 jm lebih pesanan tidak datang dan pereritauan untuk mencari driver lagi, mendingan gak usah buat promo hemat kayak gitu, kecewa",1,coba promo hemat cerita pesan gofod promo hemat pesan nungu menit tunggu tulis pesan sudang siap penuh hati tunggu jam pemberitahuan driver sibuk coba temu driver kecewa setel nunggu jm pesan pereritauan cari driver mending gak promo hemat kayak gitu kecewa
"Akun saya tidak bisa login kembali tanpa ada alasan yang jelas, saya tidak pernah cancel order atau melakukan hal yang membuat driver tidak nyaman. Sangat tidak profesional jika ""menangguhkan"" Secara tiba tiba tanpa ada alasan yang jelas. Perbaiki layanan dan cek ulang kembali.",1,akun login alas cancel order driver nyaman profesional tangguh alas baik layan cek ulang
"Kejadian ngga cm sekali, tapi dua kali. Bener² kecewa, minta tlg gojek untuk diperhatikan & pertingkatkan kembali keamanannya. Saldo saya bolak balik kesedot, secara tidak sadar dgn keterangan transaksi ke vuclip-google play. Dulu sudah sempat saya laporkan kendala ini, namun pada akhirnya tetap saja tidak bisa kembali saldo saya karena sudah terlanjur kesedot. Mohon sangat ditinjau terkait masalah saldo tersedot vuclip, krn sempat sy telusuri jg di google bbrp mengalami hal yg serupa, trmks🙏🏻",1,jadi ngga cm kali bener kecewa tlg gojek perhati tingkat aman saldo bolak sedot sadar dgn terang transaksi vuclipgoogle play lapor kendala saldo lanjur sedot mohon tinjau kait saldo sedot vuclip krn sy telusur jg google bbrp alami yg trmks
Saya seneng sebenernya sama aplikasi gofoodnya karena lengkap.. Saya minta solusi dong gojek bagaimana catatan di gofood itu bisa di baca dan dilakukan sama yang punya resto.. Jujur saya udah berkali-kali nulis catatan di gofood tapi hanya 1-2 resto yang baca catatan sisanya gak pada baca catatan.,2,neng sebenernya aplikasi gofoodnya lengkap solusi gojek catat gofood baca resto jujur udah berkalikali nulis catat gofood resto baca catat sisa gak baca catat
"Saya penguna android Renot 8, saya beberapa kali jajan di sini, saat sudah pesan makan, driver sedang telfon hanya nada dering yang terdengar. Kalau bisa tlong perbaiki. Overall selain itu secara keseluruhan udah bagus",4,penguna android renot kali jajan pesan makan driver telfon nada dering dengar tlong baik overall udah bagus
"Maaf,saya kasih rating segini,karena sangat kesal,aplikasi anda sangat down.padahal jaringan dan sinyal penuh,tapi loading nya lelet seperti berat sekali aplikasi nya,hp saya bukan ram kecil ya.",1,maafsaya kasih rating seginikarena kesalaplikasi downpadahal jaring sinyal penuhtapi loading nya lelet berat aplikasi nyahp ram ya
"Driver gojek sekarang aneh aneh ya. Suka pilih pilih orderan, udah nunggu lama, gaada respon buat konfirmasi malah langsung cancel tiba tiba. Lebih baik pindah ke aplikasi ijo yg sebelah deh, gamau lagi di aplikasi ini. Mungkin konsumen berkurang satu ga berpengaruh ke pendapatan kalian wahai aplikator. Tapi dengan tindakan dan pelayanan yg buruk dari mitra driver ke konsumen, saya yakin pelan pelan juga berkurang terus konsumennya.",1,driver gojek aneh aneh ya suka pilih pilih order udah nunggu gaada respon konfirmasi langsung cancel pindah aplikasi ijo yg belah deh gamau aplikasi konsumen kurang ga pengaruh dapat aplikator tindak layan yg buruk mitra driver konsumen pelan pelan kurang konsumen
"Aplikasi GO-JEK bagus cuma driver nya aja yang udah kaya,, yang nama nya promo apa pun yang konsumen pakai harus nya gercep juga dong ambil orderan. Ini mentang"" Konsumen pakai promo yang di sediakan GO-JEK malah di abaikan selama 30 mnt dan 10 kali dapet driver malah di cancel gtu aja,, gak sopan dan menurut saya ini sangat mengecewakan pelanggan terutama",1,aplikasi gojek bagus driver nya aja udah kaya nama nya promo konsumen pakai nya gercep ambil order mentang konsumen pakai promo sedia gojek abai mnt kali dapet driver cancel gtu aja gak sopan kecewa langgan
"Banyak cerita dan keluhan driver yg terkadang jarak jauh tarif minim, sehingga pesanan saya terkadang di cancel...mohon kebijakan dari PT.Gojek Indonesia, selain saya sebagai costomer, hargai juga para driver, demi meningkatnya kualitas pelayanan.. Menunggu pesanan gofood terlalu lama karena tidak ada driver!!",1,cerita keluh driver yg terkadang jarak tarif minim pesan terkadang cancelmohon bijak ptgojek indonesia costomer harga driver tingkat kualitas layan tunggu pesan gofood driver
"jujur puas sama layanannya tapi rada gimana gitu sama program hematnya, baru aja aku dapet gocar dengan program hemat tapi nunggu lama gaada yang ngambil, gunanya ada program hemat tapi dari pihak gojeknya kurang itu gimana yaa, kalo emang dirasa kurang mending jangan adain program nya saran saja🙏",5,jujur puas layan rada gimana gitu program hemat aja dapet gocar program hemat nunggu gaada ngambil guna program hemat gojek gimana yaa kalo emang rasa mending adain program nya saran saja
"Aplikasinya Bagus ... Akan tetapi mohon jgn sering-sering mengalami tidak singkron antara apk gopartner - Gojek customer - Gopay. Saldo sering terlambat masuk, notifikasi lambat, kadang voucher tidak bisa di akses. Rute jemput sering tidak bisa di akses",5,aplikasi bagus mohon jgn seringsering alami singkron apk gopartner gojek customer gopay saldo lambat masuk notifikasi lambat kadang voucher akses rute jemput akses
"Map selalu ga sesuai di aplikasi,, pelanggan selalu jadi sasaran driver, kasian jg driver muter"" jauh,, bener"" kessel sampe ga bisa di pake lagi aplikasiku, tolong aplikasi ini lebih akurat lagi donk mapnya. Bikin susah aja.",1,map ga sesuai aplikasi langgan sasar driver kasi jg driver muter bener kessel sampe ga pake aplikasi tolong aplikasi akurat donk map bikin susah aja
